column,cultivar,cultivar_id,date,panicle_count,panicle_surface_area,panicle_volume,range,season
10,6000001008,6000001008,2017-08-18 12:00:00,26.0,30046.963859500003,328459.92450100003,35,4
5,6000000726,6000000726,2017-08-18 12:00:00,85.0,32313.260619999997,305359.006818,36,4
11,6000001001,6000001001,2017-08-18 12:00:00,52.0,15194.081465000001,104680.251759,38,4
12,6000000944,6000000944,2017-08-18 12:00:00,51.0,13557.686397,70979.228208,38,4
4,6000000209,6000000209,2017-08-18 12:00:00,22.0,10767.601476,53864.2555875,39,4
13,6000001020,6000001020,2017-08-18 12:00:00,18.0,21059.8606755,192039.711038,39,4
3,6000001009,6000001009,2017-08-18 12:00:00,33.0,13114.18163,73064.942311,41,4
3,6000000746,6000000746,2017-08-18 12:00:00,5.0,18562.507603000002,159928.736979,42,4
9,6000000822,6000000822,2017-08-18 12:00:00,15.0,13949.968425,90181.850858,43,4
6,6000000553,6000000553,2017-08-18 12:00:00,17.0,10085.269572,52932.961979,44,4
12,6000000896,6000000896,2017-08-18 12:00:00,5.0,18080.917469,156459.21789200002,44,4
6,6000000472,6000000472,2017-08-18 12:00:00,25.0,8008.571904,29264.036356,45,4
5,6000000871,6000000871,2017-08-18 12:00:00,83.0,12928.701369,71667.86870199999,46,4
8,6000000970,6000000970,2017-08-18 12:00:00,98.0,9362.464328,43476.991438,46,4
12,6000000868,6000000868,2017-08-18 12:00:00,26.0,9632.4766655,62140.431056500005,46,4
2,6000000730,6000000730,2017-08-18 12:00:00,8.0,21763.645807499997,174901.621082,50,4
3,6000001025,6000001025,2017-08-18 12:00:00,60.0,13678.944619999998,101714.219256,50,4
6,6000001021,6000001021,2017-08-18 12:00:00,108.0,16664.9299755,105286.899085,50,4
13,6000000860,6000000860,2017-08-18 12:00:00,29.0,10912.542141,56864.351861,50,4
2,6000000870,6000000870,2017-08-18 12:00:00,72.0,14802.834083500002,92449.395427,51,4
5,6000000216,6000000216,2017-08-18 12:00:00,84.0,14469.8841435,95867.6045235,51,4
7,6000001000,6000001000,2017-08-18 12:00:00,70.0,20637.0399845,150399.941947,51,4
10,6000001027,6000001027,2017-08-18 12:00:00,45.0,13438.808675999999,79422.096971,51,4
12,6000001024,6000001024,2017-08-18 12:00:00,95.0,15966.989199000001,91076.54396699999,51,4
5,6000000820,6000000820,2017-08-18 12:00:00,16.0,38728.073955500004,519712.67461499997,52,4
4,6000000725,6000000725,2017-08-06 12:00:00,5.0,13061.348161,97125.808814,38,4
14,6000000737,6000000737,2017-08-06 12:00:00,47.0,14503.017812,106214.687622,10,4
7,6000001025,6000001025,2017-08-06 12:00:00,89.0,16510.066928,134841.768395,11,4
8,6000001057,6000001057,2017-08-06 12:00:00,22.0,18820.467279,154336.754568,11,4
10,6000000874,6000000874,2017-08-06 12:00:00,9.0,10852.969075,78536.093525,11,4
8,6000000574,6000000574,2017-08-06 12:00:00,4.0,23749.3235905,262975.56510300003,13,4
9,6000000746,6000000746,2017-08-06 12:00:00,28.0,12501.793997499999,77063.330223,14,4
14,6000000991,6000000991,2017-08-06 12:00:00,12.0,18274.918520500003,141477.419955,15,4
10,6000000940,6000000940,2017-08-06 12:00:00,27.0,8957.08299,41532.372713,16,4
3,6000000735,6000000735,2017-08-06 12:00:00,99.0,18847.220484,142691.021023,18,4
12,6000001023,6000001023,2017-08-06 12:00:00,49.0,27082.854181,288555.60549,18,4
14,6000001008,6000001008,2017-08-06 12:00:00,116.0,27580.8827255,275653.141212,23,4
3,6000000995,6000000995,2017-08-06 12:00:00,15.0,12590.873247,62269.291547,33,4
3,6000000992,6000000992,2017-08-06 12:00:00,4.0,20955.500758000002,166813.77041700002,24,4
7,6000001000,6000001000,2017-08-06 12:00:00,10.0,10723.137587000001,57548.9017115,51,4
6,6000000550,6000000550,2017-08-06 12:00:00,12.0,12455.3429985,65341.362995,29,4
2,6000000731,6000000731,2017-08-06 12:00:00,4.0,13123.020873000001,82336.928295,31,4
10,6000000872,6000000872,2017-08-06 12:00:00,16.0,21098.7372545,146651.771896,31,4
4,6000000744,6000000744,2017-08-06 12:00:00,8.0,23607.75926,203306.288255,34,4
11,6000000469,6000000469,2017-08-06 12:00:00,4.0,11938.075502,61086.6863625,37,4
3,6000000464,6000000464,2017-08-06 12:00:00,7.0,9748.973759999999,52400.982393,51,4
5,6000000216,6000000216,2017-08-06 12:00:00,17.0,15633.227768,104380.95220700001,51,4
12,6000001024,6000001024,2017-08-06 12:00:00,18.0,11949.147952500001,53166.288295499995,51,4
14,6000000735,6000000735,2017-08-08 12:00:00,125.0,24738.628199000002,200491.645075,51,4
3,6000000744,6000000744,2017-08-08 12:00:00,12.0,42656.8339125,637534.331278,3,4
4,6000000911,6000000911,2017-08-08 12:00:00,96.0,9728.366557,47888.8016945,49,4
3,6000001004,6000001004,2017-08-08 12:00:00,75.0,12610.787109,61860.509613,31,4
8,6000000737,6000000737,2017-08-08 12:00:00,122.0,14832.073247499999,97984.5124805,51,4
12,6000000868,6000000868,2017-08-08 12:00:00,77.0,13095.186504000001,73406.435301,46,4
2,6000000995,6000000995,2017-08-08 12:00:00,34.0,10468.9786945,48967.461636500004,24,4
7,6000001000,6000001000,2017-08-08 12:00:00,130.0,19106.47554,145165.406501,51,4
3,6000000885,6000000885,2017-08-08 12:00:00,8.0,5355.016018,16160.548994499999,28,4
5,6000001013,6000001013,2017-08-08 12:00:00,14.0,18612.3788675,128363.742649,29,4
4,6000000881,6000000881,2017-08-08 12:00:00,3.0,5605.273097,16995.156267,33,4
5,6000001023,6000001023,2017-08-08 12:00:00,75.0,26567.079991,287060.206331,33,4
10,6000001008,6000001008,2017-08-08 12:00:00,76.0,32514.773874000002,376589.40873200004,35,4
6,6000001056,6000001056,2017-08-08 12:00:00,31.0,26492.741943,282409.1288,36,4
11,6000000469,6000000469,2017-08-08 12:00:00,32.0,10148.94859,51110.843287,37,4
11,6000001001,6000001001,2017-08-08 12:00:00,37.0,10797.198228,58062.050003,38,4
12,6000000750,6000000750,2017-08-08 12:00:00,12.0,18792.732272,153705.353001,41,4
5,6000000724,6000000724,2017-08-05 12:00:00,3.0,31686.979895,262071.38467399997,27,4
5,6000000986,6000000986,2017-08-05 12:00:00,40.0,13579.8047935,88440.9546595,28,4
5,6000001013,6000001013,2017-08-05 12:00:00,15.0,22290.067164,193142.799027,29,4
12,6000001006,6000001006,2017-08-05 12:00:00,66.0,17827.5140695,119948.334621,29,4
4,6000000916,6000000916,2017-08-05 12:00:00,16.0,25161.6794415,236782.121617,30,4
2,6000000731,6000000731,2017-08-05 12:00:00,39.0,17012.142691,117742.384048,31,4
3,6000001004,6000001004,2017-08-05 12:00:00,49.0,12562.599544,68470.23502200001,31,4
6,6000000992,6000000992,2017-08-05 12:00:00,57.0,12335.734995,68778.326468,31,4
10,6000000872,6000000872,2017-08-05 12:00:00,103.0,17667.554616,113875.945672,31,4
3,6000000995,6000000995,2017-08-05 12:00:00,56.0,13814.5477145,67423.83610700001,33,4
5,6000001023,6000001023,2017-08-05 12:00:00,48.0,32809.8136255,415143.221056,33,4
6,6000000994,6000000994,2017-08-05 12:00:00,50.0,13256.821035500001,66019.4987965,33,4
4,6000000744,6000000744,2017-08-05 12:00:00,53.0,24603.773205,218080.46662399996,34,4
6,6000000465,6000000465,2017-08-05 12:00:00,72.0,11266.953730500001,54950.6551845,35,4
10,6000001008,6000001008,2017-08-05 12:00:00,47.0,28048.022469,265704.930232,35,4
5,6000000726,6000000726,2017-08-05 12:00:00,85.0,23844.825437,217003.17226300001,36,4
11,6000001001,6000001001,2017-08-05 12:00:00,39.0,11328.486181999999,58764.857126,38,4
4,6000000209,6000000209,2017-08-05 12:00:00,17.0,13118.663492,65937.395278,39,4
2,6000000217,6000000217,2017-08-05 12:00:00,14.0,12972.753317,63828.042916499995,41,4
12,6000000750,6000000750,2017-08-05 12:00:00,12.0,18919.6351355,190622.852367,41,4
9,6000000822,6000000822,2017-08-05 12:00:00,9.0,13773.089062000001,88807.29207699999,43,4
6,6000000472,6000000472,2017-08-05 12:00:00,23.0,8479.675365000001,28496.956925,45,4
7,6000000825,6000000825,2017-08-05 12:00:00,40.0,11228.262328499999,51556.2507495,45,4
11,6000000567,6000000567,2017-08-05 12:00:00,3.0,14593.745404,100158.642857,46,4
12,6000000868,6000000868,2017-08-05 12:00:00,40.0,12093.1091925,67121.093437,46,4
4,6000000911,6000000911,2017-08-05 12:00:00,28.0,13577.066963999998,70010.16682,49,4
3,6000001025,6000001025,2017-08-05 12:00:00,65.0,15973.633265999999,128701.40541600001,50,4
6,6000001021,6000001021,2017-08-05 12:00:00,103.0,17328.190074000002,122980.100425,50,4
3,6000000464,6000000464,2017-08-05 12:00:00,30.0,15554.503898500001,101574.764925,51,4
11,6000000890,6000000890,2017-08-05 12:00:00,45.0,12372.555694,70936.038364,51,4
14,6000000735,6000000735,2017-08-05 12:00:00,54.0,19344.0037165,149364.31578,51,4
10,6000001008,6000001008,2017-08-09 12:00:00,47.0,31370.899182,264087.715416,35,4
6,6000001056,6000001056,2017-08-09 12:00:00,16.0,22872.698252000002,195523.146967,36,4
2,6000000738,6000000738,2017-08-09 12:00:00,52.0,34052.5300625,377234.54599899997,38,4
6,6000000866,6000000866,2017-08-09 12:00:00,16.0,15509.839016,117845.68369600001,38,4
11,6000001001,6000001001,2017-08-09 12:00:00,34.0,11457.1193725,60819.738829999995,38,4
3,6000000207,6000000207,2017-08-09 12:00:00,44.0,11164.2733365,59306.14866,39,4
4,6000000209,6000000209,2017-08-09 12:00:00,18.0,11445.1704525,59263.860963,39,4
4,6000000797,6000000797,2017-08-09 12:00:00,8.0,15259.253130500001,103451.6516,40,4
3,6000001009,6000001009,2017-08-09 12:00:00,27.0,21712.956675999998,170978.32731300002,41,4
12,6000000750,6000000750,2017-08-09 12:00:00,14.0,23036.048122,217140.856246,41,4
7,6000000825,6000000825,2017-08-09 12:00:00,42.0,9130.3479675,37764.2100685,45,4
7,6000001062,6000001062,2017-08-09 12:00:00,12.0,15308.836217500002,101428.319057,46,4
8,6000000970,6000000970,2017-08-09 12:00:00,95.0,9787.932675,41210.561837,46,4
9,6000000728,6000000728,2017-08-09 12:00:00,13.0,6774.524477,34480.379152999994,46,4
11,6000000567,6000000567,2017-08-09 12:00:00,4.0,34862.9841515,438427.13096599997,46,4
12,6000000868,6000000868,2017-08-09 12:00:00,35.0,11406.77908,66883.12150800001,46,4
9,6000001003,6000001003,2017-08-09 12:00:00,52.0,13080.3795455,81049.4183415,48,4
2,6000000730,6000000730,2017-08-09 12:00:00,17.0,23517.731656,221863.33864099998,50,4
3,6000001025,6000001025,2017-08-09 12:00:00,67.0,15061.092452,115579.171047,50,4
6,6000001021,6000001021,2017-08-09 12:00:00,115.0,16903.602797,110409.95733699999,50,4
9,6000001022,6000001022,2017-08-09 12:00:00,10.0,13889.868233000001,107940.34918800001,50,4
12,6000000873,6000000873,2017-08-09 12:00:00,24.0,16208.275412,112868.310396,50,4
13,6000000860,6000000860,2017-08-09 12:00:00,34.0,10477.055559,60076.4112325,50,4
3,6000000464,6000000464,2017-08-09 12:00:00,29.0,15283.75978,99612.596702,51,4
7,6000001000,6000001000,2017-08-09 12:00:00,70.0,21593.982199500002,155933.53438199998,51,4
12,6000001024,6000001024,2017-08-09 12:00:00,64.0,13890.604904499998,78312.948068,51,4
14,6000000735,6000000735,2017-08-09 12:00:00,61.0,22110.667831,171069.057473,51,4
3,6000000995,6000000995,2017-08-09 12:00:00,39.0,14850.590762,82811.400584,33,4
5,6000001023,6000001023,2017-08-09 12:00:00,32.0,35015.679462,433844.905716,33,4
6,6000000994,6000000994,2017-08-09 12:00:00,20.0,11136.3988295,55098.9297285,33,4
4,6000000744,6000000744,2017-08-09 12:00:00,56.0,36659.062352,432714.41869300004,34,4
11,6000000552,6000000552,2017-08-09 12:00:00,67.0,23036.677761000003,198359.37481500002,34,4
6,6000000465,6000000465,2017-08-09 12:00:00,67.0,8913.204238,37909.272265,35,4
11,6000000468,6000000468,2017-08-09 12:00:00,45.0,27669.355705,271271.457767,35,4
5,6000000726,6000000726,2017-08-09 12:00:00,88.0,27671.845621499997,278332.760348,36,4
11,6000000469,6000000469,2017-08-09 12:00:00,23.0,9107.025840999999,43496.637151999996,37,4
4,6000000725,6000000725,2017-08-09 12:00:00,29.0,12225.825401,77198.67375700001,38,4
2,6000000579,6000000579,2017-08-09 12:00:00,5.0,29883.686739999997,290582.06936900003,39,4
13,6000001020,6000001020,2017-08-09 12:00:00,31.0,23263.306819999998,215438.023048,39,4
2,6000000217,6000000217,2017-08-09 12:00:00,23.0,13034.7868,71322.113333,41,4
8,6000000221,6000000221,2017-08-09 12:00:00,4.0,12808.9941745,75850.7554675,43,4
6,6000000553,6000000553,2017-08-09 12:00:00,16.0,16601.864578,113204.975277,44,4
12,6000000896,6000000896,2017-08-09 12:00:00,7.0,19256.017005,158596.680547,44,4
6,6000000472,6000000472,2017-08-09 12:00:00,37.0,7277.580733,21281.734043,45,4
5,6000000871,6000000871,2017-08-09 12:00:00,69.0,12776.644847,73591.52864199999,46,4
4,6000000911,6000000911,2017-08-09 12:00:00,39.0,11531.348105,71618.748016,49,4
2,6000000870,6000000870,2017-08-09 12:00:00,65.0,15366.386891999999,101377.37974199999,51,4
5,6000000216,6000000216,2017-08-09 12:00:00,88.0,14980.7260605,104219.912404,51,4
8,6000000737,6000000737,2017-08-09 12:00:00,52.0,16212.082899,124771.8605,51,4
10,6000001027,6000001027,2017-08-09 12:00:00,29.0,11546.771017000001,80803.10251,51,4
5,6000000820,6000000820,2017-08-09 12:00:00,14.0,43659.226526,625619.6251310001,52,4
2,6000000731,6000000731,2017-08-14 12:00:00,29.0,12460.419924,78029.010691,31,4
3,6000001004,6000001004,2017-08-14 12:00:00,48.0,11224.9136365,48015.391225499996,31,4
10,6000000872,6000000872,2017-08-14 12:00:00,97.0,18553.079181999998,128999.54994000001,31,4
13,6000000993,6000000993,2017-08-14 12:00:00,47.0,9257.413457999999,41350.219104,31,4
11,6000000858,6000000858,2017-08-14 12:00:00,6.0,9829.440466,48789.999638,32,4
13,6000000983,6000000983,2017-08-14 12:00:00,7.0,13653.116871,76330.546875,32,4
3,6000000995,6000000995,2017-08-14 12:00:00,73.0,14201.797144999999,80910.022715,33,4
4,6000000881,6000000881,2017-08-14 12:00:00,6.0,13011.7401955,95500.645888,33,4
5,6000001023,6000001023,2017-08-14 12:00:00,48.0,29321.186127499997,349603.859117,33,4
6,6000000994,6000000994,2017-08-14 12:00:00,58.0,11471.861761,54631.970278,33,4
4,6000000744,6000000744,2017-08-14 12:00:00,31.0,36190.451089999995,393018.346444,34,4
11,6000000552,6000000552,2017-08-14 12:00:00,57.0,22763.390725999998,183875.940451,34,4
6,6000000465,6000000465,2017-08-14 12:00:00,66.0,8628.276868500001,34512.0838895,35,4
10,6000001008,6000001008,2017-08-14 12:00:00,27.0,19566.533021,156039.763722,35,4
5,6000000726,6000000726,2017-08-14 12:00:00,83.0,30603.840041000003,279594.762875,36,4
6,6000001056,6000001056,2017-08-14 12:00:00,26.0,15653.660348,105316.664654,36,4
11,6000000469,6000000469,2017-08-14 12:00:00,10.0,12998.933042499999,66177.208216,37,4
4,6000000725,6000000725,2017-08-14 12:00:00,25.0,11805.741452,70158.312275,38,4
12,6000000944,6000000944,2017-08-14 12:00:00,50.0,16029.186796,86749.78057799999,38,4
13,6000001020,6000001020,2017-08-14 12:00:00,19.0,17932.756673,137993.159457,39,4
4,6000000797,6000000797,2017-08-14 12:00:00,4.0,16365.358943000001,134407.826292,40,4
2,6000000217,6000000217,2017-08-14 12:00:00,11.0,13872.896256,85223.726337,41,4
3,6000000746,6000000746,2017-08-14 12:00:00,7.0,9260.659645,49861.762159,42,4
9,6000000822,6000000822,2017-08-14 12:00:00,16.0,13252.902903,74636.6487975,43,4
6,6000000553,6000000553,2017-08-14 12:00:00,16.0,11134.2162485,64462.1197415,44,4
12,6000000896,6000000896,2017-08-14 12:00:00,7.0,26237.323156,217643.04398000002,44,4
6,6000000472,6000000472,2017-08-14 12:00:00,30.0,8555.6474895,37900.190381,45,4
8,6000000970,6000000970,2017-08-14 12:00:00,108.0,9984.0113105,45732.352988,46,4
11,6000000567,6000000567,2017-08-14 12:00:00,5.0,42782.108474,702547.20815,46,4
12,6000000868,6000000868,2017-08-14 12:00:00,37.0,11896.346493000001,64788.962953999995,46,4
9,6000001003,6000001003,2017-08-14 12:00:00,56.0,16928.4893355,110105.56667999999,48,4
4,6000000911,6000000911,2017-08-14 12:00:00,41.0,11728.07064,79253.14345599999,49,4
2,6000000730,6000000730,2017-08-14 12:00:00,10.0,25569.976139,237772.630074,50,4
3,6000001025,6000001025,2017-08-14 12:00:00,57.0,13420.54716,101235.640667,50,4
6,6000001021,6000001021,2017-08-14 12:00:00,104.0,17342.3567145,105852.81439500001,50,4
9,6000001022,6000001022,2017-08-14 12:00:00,8.0,12955.049104000002,95285.809658,50,4
12,6000000873,6000000873,2017-08-14 12:00:00,22.0,15142.371523,102029.815032,50,4
13,6000000860,6000000860,2017-08-14 12:00:00,32.0,10816.4790135,54982.371280499996,50,4
3,6000000464,6000000464,2017-08-14 12:00:00,44.0,15975.6269535,102264.671827,51,4
5,6000000216,6000000216,2017-08-14 12:00:00,86.0,14250.3226475,88558.3642295,51,4
10,6000001027,6000001027,2017-08-14 12:00:00,46.0,10214.379737000001,51607.668531999996,51,4
5,6000000820,6000000820,2017-08-14 12:00:00,16.0,39709.4479025,559294.537714,52,4
6,6000000992,6000000992,2017-08-14 12:00:00,44.0,12690.150616500001,82845.10936900001,31,4
8,6000000997,6000000997,2017-08-14 12:00:00,108.0,12714.784776,67152.822993,31,4
12,6000000809,6000000809,2017-08-14 12:00:00,4.0,10489.2074825,59831.542617499996,32,4
11,6000000468,6000000468,2017-08-14 12:00:00,42.0,22737.4876325,220388.79158699999,35,4
2,6000000738,6000000738,2017-08-14 12:00:00,34.0,38986.115931,421603.771572,38,4
6,6000000866,6000000866,2017-08-14 12:00:00,27.0,14641.698418,98007.689622,38,4
11,6000001001,6000001001,2017-08-14 12:00:00,48.0,11749.290713,65992.46545049999,38,4
3,6000000207,6000000207,2017-08-14 12:00:00,39.0,10055.141084,44069.421942,39,4
4,6000000209,6000000209,2017-08-14 12:00:00,25.0,11229.748085,58045.066174,39,4
3,6000001009,6000001009,2017-08-14 12:00:00,37.0,13007.198881,74471.06762100001,41,4
12,6000000750,6000000750,2017-08-14 12:00:00,12.0,17091.593271,126617.128751,41,4
8,6000000221,6000000221,2017-08-14 12:00:00,4.0,16196.2444475,127605.113204,43,4
7,6000000825,6000000825,2017-08-14 12:00:00,45.0,8122.160453,32527.276959,45,4
5,6000000871,6000000871,2017-08-14 12:00:00,87.0,12224.905123,67128.335691,46,4
9,6000000728,6000000728,2017-08-14 12:00:00,11.0,5843.540182,27184.772486,46,4
2,6000000870,6000000870,2017-08-14 12:00:00,60.0,14994.501868000001,87534.53907849999,51,4
7,6000001000,6000001000,2017-08-14 12:00:00,70.0,19509.6117505,138825.866022,51,4
8,6000000737,6000000737,2017-08-14 12:00:00,56.0,13074.4863545,91421.15357000001,51,4
11,6000000890,6000000890,2017-08-14 12:00:00,36.0,16176.923320500002,117113.403605,51,4
12,6000001024,6000001024,2017-08-14 12:00:00,85.0,15046.32772,84623.247719,51,4
14,6000000735,6000000735,2017-08-14 12:00:00,71.0,22361.035327,178453.46857,51,4
6,6000000553,6000000553,2017-08-20 12:00:00,10.0,17540.4895145,117229.028816,44,4
12,6000000896,6000000896,2017-08-20 12:00:00,9.0,12564.139452,94594.927512,44,4
7,6000000825,6000000825,2017-08-20 12:00:00,55.0,7977.998076000001,32169.837092,45,4
5,6000000871,6000000871,2017-08-20 12:00:00,88.0,12926.000815000001,68839.0290655,46,4
8,6000000970,6000000970,2017-08-20 12:00:00,103.0,8075.206072,34891.230945999996,46,4
11,6000000567,6000000567,2017-08-20 12:00:00,8.0,29301.82892,311844.384767,46,4
4,6000000911,6000000911,2017-08-20 12:00:00,48.0,11389.829184,65881.68715900001,49,4
2,6000000730,6000000730,2017-08-20 12:00:00,12.0,19949.418841,157862.67345499998,50,4
3,6000001025,6000001025,2017-08-20 12:00:00,56.0,13548.424379499998,101661.268221,50,4
9,6000001022,6000001022,2017-08-20 12:00:00,14.0,13981.071403999998,97448.365115,50,4
12,6000000873,6000000873,2017-08-20 12:00:00,25.0,11589.411927,69291.073633,50,4
3,6000000464,6000000464,2017-08-20 12:00:00,55.0,14594.267331000001,82561.44455900001,51,4
5,6000000216,6000000216,2017-08-20 12:00:00,87.0,14641.318153999999,89950.503692,51,4
10,6000001027,6000001027,2017-08-20 12:00:00,48.0,10633.0816405,53118.6400955,51,4
12,6000001024,6000001024,2017-08-20 12:00:00,93.0,15360.857859,99139.272549,51,4
14,6000000735,6000000735,2017-08-20 12:00:00,66.0,20151.565569,152468.315552,51,4
6,6000000472,6000000472,2017-08-20 12:00:00,18.0,9046.494333499999,39086.4880645,45,4
12,6000000868,6000000868,2017-08-20 12:00:00,20.0,10668.932031,64685.894286,46,4
9,6000001003,6000001003,2017-08-20 12:00:00,56.0,18412.851512999998,144238.113123,48,4
6,6000001021,6000001021,2017-08-20 12:00:00,104.0,17164.665052,116283.794901,50,4
13,6000000860,6000000860,2017-08-20 12:00:00,24.0,9981.0319715,51758.064346499996,50,4
2,6000000870,6000000870,2017-08-20 12:00:00,65.0,14783.457231999999,91965.057113,51,4
7,6000001000,6000001000,2017-08-20 12:00:00,68.0,22284.7940485,167700.92877,51,4
8,6000000737,6000000737,2017-08-20 12:00:00,61.0,14553.065702000002,106566.812504,51,4
11,6000000890,6000000890,2017-08-20 12:00:00,39.0,12370.560812,66595.363985,51,4
5,6000000820,6000000820,2017-08-20 12:00:00,15.0,39593.997664999995,484132.40258100006,52,4
9,6000000887,6000000887,2017-08-20 12:00:00,5.0,10732.617367,69235.561999,52,4
3,6000000744,6000000744,2017-08-04 12:00:00,33.0,31241.811164,351309.424669,3,4
4,6000000462,6000000462,2017-08-04 12:00:00,15.0,11729.0481,60899.26794600001,3,4
8,6000000471,6000000471,2017-08-04 12:00:00,9.0,12088.576286,66224.96422000001,5,4
4,6000000550,6000000550,2017-08-04 12:00:00,55.0,13369.035990999999,74570.645397,10,4
7,6000000749,6000000749,2017-08-04 12:00:00,25.0,16504.399843,123122.57573599998,10,4
14,6000000737,6000000737,2017-08-04 12:00:00,45.0,13754.877202000001,95934.416064,10,4
10,6000000874,6000000874,2017-08-04 12:00:00,8.0,13969.764211500002,106599.594404,11,4
12,6000001028,6000001028,2017-08-04 12:00:00,70.0,18317.4372195,150558.825375,11,4
13,6000000868,6000000868,2017-08-04 12:00:00,20.0,16483.6667575,104052.61425099999,11,4
4,6000001024,6000001024,2017-08-04 12:00:00,33.0,14763.068299,84393.561311,12,4
8,6000001002,6000001002,2017-08-04 12:00:00,62.0,32124.8275565,311937.85685599997,12,4
11,6000000695,6000000695,2017-08-04 12:00:00,7.0,12379.646632,82663.382118,13,4
9,6000000746,6000000746,2017-08-04 12:00:00,16.0,11527.1109175,70534.844402,14,4
3,6000000744,6000000744,2017-08-07 12:00:00,42.0,29345.635966,299626.918017,3,4
8,6000000471,6000000471,2017-08-07 12:00:00,5.0,14307.066272,117434.001367,5,4
8,6000000469,6000000469,2017-08-07 12:00:00,38.0,16583.86421,103099.99168600001,7,4
4,6000000550,6000000550,2017-08-07 12:00:00,57.0,13907.825874,78252.14392100001,10,4
11,6000000731,6000000731,2017-08-07 12:00:00,50.0,16558.9199055,129788.67063,10,4
10,6000000874,6000000874,2017-08-07 12:00:00,7.0,11454.775871,66701.135459,11,4
4,6000001024,6000001024,2017-08-07 12:00:00,40.0,15472.689849,84853.80462899999,12,4
5,6000000729,6000000729,2017-08-07 12:00:00,14.0,15310.4731025,122723.47148,12,4
11,6000000695,6000000695,2017-08-07 12:00:00,7.0,12428.655632,78344.237586,13,4
10,6000000940,6000000940,2017-08-07 12:00:00,23.0,10842.502092,48326.890625,16,4
13,6000000986,6000000986,2017-08-07 12:00:00,37.0,14062.35227,102778.426984,17,4
13,6000000996,6000000996,2017-08-07 12:00:00,46.0,22234.383067,201928.204352,18,4
12,6000000723,6000000723,2017-08-07 12:00:00,12.0,32914.9451995,364372.365792,19,4
8,6000001021,6000001021,2017-08-07 12:00:00,96.0,14386.186316999998,88292.2634025,20,4
14,6000000703,6000000703,2017-08-07 12:00:00,30.0,11049.001862000001,56783.416811,20,4
6,6000000706,6000000706,2017-08-07 12:00:00,25.0,42492.275007,623301.085309,21,4
6,6000000750,6000000750,2017-08-07 12:00:00,10.0,18731.2359675,162304.085849,23,4
